|name|average_rate|nb_of_reviews|address|city|postal_code|comment_rate|last_50_better?
251|Pizza Pronto|4.3|64|14 Bd Kellermann, 75013 Paris|Paris|75013|4.36|Better
252|Pizza Mamma|4.3|85|7 Rue Henri Pape, 75013 Paris|Paris|75013|4.58|Better
253|Pizza Del Navona|4.1|626|60 Av. des Gobelins, 75013 Paris|Paris|75013|4.390625|Better
254|Pizza Italie 2 paris|4.5|115|7 Av. d'Italie, 75013 Paris|Paris|75013|4.72|Better
255|Domino's Pizza Paris 13 - Tolbiac|2.6|297|201 Rue de Tolbiac, 75013 Paris|Paris|75013|3.2333333333333334|Better
256|Molto Gusto|3.8|384|111 Rue du Chevaleret, 75013 Paris|Paris|75013|3.96|Better
257|Venezia Pizzéria|4.4|282|66 bis Rue Albert, 75013 Paris|Paris|75013|4.48|Better
258|Soyouz|4.5|345|11 Rue de l'Espérance, 75013 Paris|Paris|75013|4.22|Worse
259|FABBREZZA|4.7|396|45 Rue des cinq Diamants, 75013 Paris|Paris|75013|4.6|Worse
260|Il Fenomenale Pizzeria napolitaine|4.4|184|16 Bd Vincent Auriol, 75013 Paris|Paris|75013|4.5|Better
261|La Terrasse d'Italie|4.0|621|21 Av. d'Italie, 75013 Paris|Paris|75013|4.06|Better
262|Apollonia|4.2|121|9 Rue Jean Marie Jego, 75013 Paris|Paris|75013||Worse
263|Le San Giovani|4.1|214|236 Rue de Tolbiac, 75013 Paris|Paris|75013|4.76|Better
264|Bon Gusto|4.7|74|55 Rue Barrault, 75013 Paris|Paris|75013|4.7|Equal
265|Pizza Hut|3.0|425|33 Rue de Tolbiac, 75013 Paris|Paris|75013|3.32|Better
266|Ti Amo Pizza|4.8|39|169 Rue de Tolbiac, 75013 Paris|Paris|75013|4.756756756756757|Worse
267|Nieli|4.2|426|17/19 Rue Louise Weiss, 75013 Paris|Paris|75013|4.5675675675675675|Better
268|LE CONVIVIAL|4.5|104|137 Bd Auguste Blanqui, 75013 Paris|Paris|75013|4.63265306122449|Better
269|Tra Amici|4.2|154|110 Rue Léon-Maurice Nordmann, 75013 Paris|Paris|75013|4.3|Better
270|OTTO|4.8|132|53 bis Bd Arago, 75013 Paris|Paris|75013||Worse
271|La Felicità|4.4|15166|5 Parv. Alan Turing, 75013 Paris|Paris|75013|4.1|Worse
272|Chez Filiberto|4.5|144|59 Rue de Boulainvilliers, 75016 Paris|Paris|75016|4.8|Better
273|Pulcinella paris 16|4.6|115|4 Av. Bugeaud, 75016 Paris|Paris|75016|4.6|Equal
274|Chez ma Poule|4.7|100|7 Rue Gros, 75016 Paris|Paris|75016|4.82|Better
275|LE 38 PIZZA|4.5|83|38 Rue du Dr Blanche, 75016 Paris|Paris|75016|4.44|Worse
276|Domino's Pizza Paris 16 Sud|4.1|508|1 Rue Bosio, 75016 Paris|Paris|75016|4.98|Better
277|La Pizzeria d'Auteuil|4.1|683|81 Rue Jean de la Fontaine, 75016 Paris|Paris|75016|3.8|Worse
278|Non Solo Pizze|4.5|440|5 Rue Mesnil, 75016 Paris|Paris|75016|4.45|Worse
279|Pizza Mario|4.3|161|116 Rue Lauriston, 75116 Paris|Paris|75016|4.28|Worse
280|Speed Rabbit Pizza Paris 16|3.9|215|167 Av. de Versailles, 75016 Paris|Paris|75016|3.78|Worse
281|Pop's|4.7|723|38 Rue du Ranelagh, 75016 Paris|Paris|75016|4.56|Worse
282|Pizzeria La Matta|4.3|305|23 Rue de l'Annonciation, 75016 Paris|Paris|75016|4.7|Better
283|Anita|4.5|362|182 Quai Louis Blériot, 75016 Paris|Paris|75016|4.95|Better
284|Forno Gusto Paris - Big Forno Group|4.4|187|43 Rue de Chaillot, 75116 Paris|Paris|75016|4.68|Better
285|La Cantina|4.4|648|11 Rue Claude Terrasse, 75016 Paris|Paris|75016|4.34|Worse
286|Pizzeria Rebellato|4.1|269|138 Rue de la Pompe, 75016 Paris|Paris|75016|3.5606060606060606|Worse
287|Daroco 16|4.2|667|3 Pl. Clément Ader, 75016 Paris|Paris|75016|4.4|Better
288|Nonna|4.6|59|20 Rue Mirabeau, 75016 Paris|Paris|75016|4.64|Better
289|RAGAZZI|4.2|291|83 Rue de Longchamp, 75116 Paris|Paris|75016|4.42|Better
290|Marcello by Venice|4.2|305|10 Bd Delessert, 75016 Paris|Paris|75016|3.82|Worse
291|Pizza Hut|3.9|188|5 Rue de l'Annonciation, 75016 Paris|Paris|75016|3.54|Worse
292|PIZZA EXELMANS|4.1|130|32 Boulevard Exelmans, 75016 Paris|Paris|75016|4.22|Better
293|Pizza Hut|3.6|564|55 Rue Lauriston, 75016 Paris|Paris|75016|3.82|Better
294|Domino's Pizza Paris 16 Nord|3.2|261|50 Rue Desbordes-Valmore, 75116 Paris|Paris|75016|3.02|Worse
295|Il Cottage|3.8|718|1 Bd Lannes, 75116 Paris|Paris|75016|3.566666666666667|Worse
296|MARZO Rive Droite|4.6|308|84 Rue Lauriston, 75116 Paris|Paris|75016|4.58|Worse
297|Da Moli|4.2|330|15 Rue Molitor, 75016 Paris|Paris|75016|4.24|Better
298|Pizza Hut|3.1|197|45 Rue Jean de la Fontaine, 75016 Paris|Paris|75016|3.32|Better
299|Il monello caffè|4.7|64|3 Av. Théophile Gautier, 75016 Paris|Paris|75016|4.66|Worse
300|Mokus l'Écureuil|4.3|3267|116 Av. Kléber, 75016 Paris|Paris|75016|4.52|Better
301|Woodiz Paris 16ème|3.0|116|139 Av. de Versailles, 75016 Paris|Paris|75016|3.4|Better
302|Nello Ristorante|4.6|181|16 bis Rue Dufrenoy, 75016 Paris|Paris|75016|4.4|Worse
303|IL FARNIENTE|4.4|623|59 Rue Jean de la Fontaine, 75016 Paris|Paris|75016|4.38|Worse
304|Restaurant Villa Murat, pizzeria|4.4|208|131 Bd Murat, 75016 Paris|Paris|75016|4.590909090909091|Better
305|Lucia Pasta & Pizza|4.7|147|19 Rue Gustave Courbet, 75116 Paris|Paris|75016|4.62|Worse
306|Piccola Roma|4.5|213|10 Rue Saint-Didier, 75116 Paris|Paris|75016|4.7|Better
307|Speed Rabbit Pizza Paris 16 Kléber|3.2|104|69 Av. Kléber, 75016 Paris|Paris|75016|3.0|Worse
308|Da Alberto|4.3|150|5 Rue Isabey, 75016 Paris|Paris|75016|4.08|Worse
309|IL PADRINO PIZZA|4.0|42|31 Boulevard Exelmans, 75016 Paris|Paris|75016|4.023809523809524|Better
310|Giallo Oro|4.5|207|90bis Av. de Versailles, 75016 Paris|Paris|75016|4.4|Worse
311|Sorella|4.2|316|13 Av. Bugeaud, 75016 Paris|Paris|75016|4.08|Worse
312|Ozio|4.2|1031|29bis Rue Saint-Didier, 75116 Paris|Paris|75016|4.16|Worse
313|Pasta Oro|4.4|372|144 Av. de Versailles, 75016 Paris|Paris|75016|4.74|Better
314|Alba Ristorante|4.4|467|12 Av. Mozart, 75016 Paris|Paris|75016|4.42|Better
315|Alfredo Positano|4.3|138|7 bis Rue de Boulainvilliers, 75016 Paris|Paris|75016|4.040816326530612|Worse
316|Allo Pizza Paris|3.0|2|96 Rue de la Faisanderie, 75016 Paris|Paris|75016|3.0|Equal
317|VILLA SOPHIA|4.1|760|53 Rue de Chaillot, 75116 Paris|Paris|75016|3.74|Worse
318|Del Papa|3.8|479|135 Av. de Malakoff, 75016 Paris|Paris|75016||Worse
319|Ciro Bistro Italiano|4.0|382|43 Rue de la Pompe, 75116 Paris|Paris|75016|4.12|Better
320|Giulio Rebellato|4.1|344|136 Rue de la Pompe, 75116 Paris|Paris|75016|4.12|Better
321|Il Conte|4.0|495|47 Av. Raymond Poincaré, 75016 Paris|Paris|75016|3.44|Worse
322|Tayim|4.5|275|9 Rue Gustave Zédé, 75016 Paris|Paris|75016|4.72|Better
323|"SGABETTI | Meilleur Restaurant Italien Paris | Restaurant Italien Paris"|4.4|410|15 Rue des Sablons, 75016 Paris|Paris|75016|4.44|Better
324|Ristorante Dino|4.2|289|8 Chau. de la Muette, 75016 Paris|Paris|75016|4.0|Worse
325|Trattoria Italiana Venise|4.1|185|117 Bd Murat, 75016 Paris|Paris|75016|3.92|Worse
326|Da Enzo|4.3|265|129 Rue de la Tour, 75116 Paris|Paris|75016|4.42|Better
327|Le Jardin|4.2|344|30 Av. de Versailles, 75016 Paris|Paris|75016|4.458333333333333|Better
328|Restaurant Balilli|4.5|301|15 Rue Goethe, 75016 Paris|Paris|75016|4.84|Better
329|Madison Caffe|4.2|1385|10 Chau. de la Muette, 75116 Paris|Paris|75016|4.5|Better
330|Settebello|4.7|161|9 Rue Duban, 75016 Paris|Paris|75016|4.64|Worse
331|Pizzeria Tradition|2.0|8|52 Rue Saint-Didier, 75016 Paris|Paris|75016|2.142857142857143|Better
332|Non Solo Cucina|4.4|216|135 Rue du Ranelagh, 75016 Paris|Paris|75016|4.18|Worse
333|Al Piccolo|4.2|160|34 Rue Duret, 75116 Paris|Paris|75016|4.66|Better
334|Studio 117|4.2|75|117 Av. Mozart, 75016 Paris|Paris|75016|4.06|Worse
335|Restaurant le Vinci|4.6|90|23 Rue Paul Valéry, 75116 Paris|Paris|75016|4.84|Better
336|Restaurant Iannello|4.5|215|17 Boulevard Exelmans, 75016 Paris|Paris|75016|4.8|Better
337|La Terrasse|4.3|291|5 Pl. de Barcelone, 75016 Paris|Paris|75016|3.8979591836734695|Worse
338|Pizza Del Capo|1.5|8|40 Rue de la Tour, 75016 Paris|Paris|75016|1.5|Equal
339|Prego-S|4.0|2|26 Av. Pierre 1er de Serbie, 75016 Paris|Paris|75016|4.0|Equal
340|Auteuil Brasserie|3.8|3696|78 Rue d'Auteuil, 75016 Paris|Paris|75016|3.693877551020408|Worse
341|La Villa K|4.3|311|14 Rue Gustave Courbet, 75116 Paris|Paris|75016|4.18|Worse
342|CAMPISI gastronomie traiteur|4.5|128|Angle rue de Boulanvilliers, 1 Rue des Bauches, 75016 Paris|Paris|75016|4.15|Worse
343|Romeo - Bar & Grill|4.0|870|6 Pl. Victor Hugo, 75116 Paris|Paris|75016|3.9375|Worse
344|Pane e Olio Taverna|4.1|200|117 Av. Mozart, 75016 Paris|Paris|75016|4.12|Better
345|Di Vino|3.4|369|1 Pl. de Mexico, 75016 Paris|Paris|75016|3.24|Worse
346|Fuxia|3.9|345|91 Av. Raymond Poincaré, 75016 Paris|Paris|75016|3.92|Better
347|olive & balsamic|4.2|78|35 Rue Duret, 75016 Paris|Paris|75016|4.153846153846154|Worse
348|LE BUFFET D'AUTEUIL|4.0|111|75 Rue d'Auteuil, 75016 Paris|Paris|75016|3.96|Worse
349|Chez Nelly|4.8|82|39 Rue Jean de la Fontaine, 75016 Paris|Paris|75016|4.8125|Better
350|Salumeria Caprese|4.2|33|65 Rue Lauriston, 75016 Paris|Paris|75016|4.242424242424242|Better
351|Romantica Caffé|4.0|126|7 Rue Lauriston, 75016 Paris|Paris|75016|4.08|Better
352|Chez Achille|4.9|175|137 Av. de Versailles, 75016 Paris|Paris|75016|4.92|Better
353|Bistrot 31|4.6|678|31 Av. Théophile Gautier, 75016 Paris|Paris|75016|4.46|Worse
354|MANJE & CO|4.0|113|73 Av. Kléber, 75116 Paris|Paris|75016|4.16|Better
355|Au Relais Chardon|4.3|145|81 Rue Chardon Lagache, 75016 Paris|Paris|75016|4.35|Better
356|Pizza Pizze|4.3|159|12 Rue des Acacias, 75017 Paris|Paris|75017|4.28|Worse
357|CHEZ TONY bistrot français PARIS 16 La Muette|4.6|250|34 Rue Bois le Vent, 75016 Paris|Paris|75016|4.76|Better
358|Au Bon Accueil|4.2|68|12 Rue de Longchamp, 75016 Paris|Paris|75016|4.5|Better
359|Le 32|3.8|187|32 Rue des Belles Feuilles, 75116 Paris|Paris|75016|3.08|Worse
360|Chez Liqi|4.9|21|33 Rue Chanez, 75016 Paris|Paris|75016|4.857142857142857|Worse
361|chez carlo|3.9|16|56 Rue de la Pompe, 75016 Paris|Paris|75016|3.875|Worse
362|New Delice's|4.0|434|135 Rue Michel Ange, 75116 Paris|Paris|75016|3.84|Worse
363|Pizzeria San Marino|4.5|98|8 Rue Lakanal, 75015 Paris|Paris|75015|4.52|Better
364|Dom's|4.2|130|33 Rue de l'Annonciation, 75016 Paris|Paris|75016|4.52|Better
365|Doner king|3.9|571|54 Av. Mozart, 75016 Paris|Paris|75016|4.3|Better
366|La Brasserie Italienne|3.7|184|73 Av. Kléber, 75116 Paris|Paris|75016|4.12|Better
367|Restaurant Le Moulin d'Auteuil|3.8|215|75 bis Rue d'Auteuil, 75016 Paris|Paris|75016|4.14|Better
368|Le repère Gourmand|3.7|110|31 Bd Murat, 75016 Paris|Paris|75016|3.84|Better
369|L'entrepôt|4.8|19|50 Rue de Passy, 75016 Paris|Paris|75016|4.842105263157895|Better
370|CAFE 55|4.4|95|55 Av. de la Grande Armée, 75116 Paris|Paris|75016|4.58|Better
371|La pizza|4.6|100|268 Rue Lecourbe, 75015 Paris|Paris|75015|4.804347826086956|Better
372|Giovanni Boulangerie Contemporaine|4.3|141|49 Rue Chardon Lagache, 75016 Paris|Paris|75016|4.66|Better
373|La Vittoria|4.8|268|173 Rue du Temple, 75003 Paris|Paris|75003|4.859375|Better
374|Bambini Paris|3.1|831|Palais De Tokyo, 13 Av. du Président Wilson, 75116 Paris|Paris|75016|2.88|Worse
375|La Pasta 3|4.0|24|59 Av. Mozart, 75016 Paris|Paris|75016|4.0|Equal
376|Pizza sur Seine|3.8|85|Port de Beaugrenelle, 75015 Paris|Paris|75015|3.45|Worse
377|Andiamo Pizza|3.6|110|50 Rue de la Croix Nivert, 75015 Paris|Paris|75015|4.26|Better
378|Da Lucia|4.6|226|281 Rue Lecourbe, 75015 Paris|Paris|75015|4.9|Better
379|Aux Trois Obus|3.7|953|120 Rue Michel Ange, 75016 Paris|Paris|75016|3.45|Worse
380|Villa Auteuil BOULOGNE|3.5|4|1er à gauche, Rte de Boulogne à Passy, 75016 Paris|Paris|75016|3.5|Equal
381|Five Pizza Original - Paris 15 - St Charles|4.0|450|94 Rue St Charles, 75015 Paris|Paris|75015|3.64|Worse
382|Versailles Food|3.8|113|4 Rue Degas, 75016 Paris|Paris|75016|3.7|Worse
383|Ragazzi|4.2|534|2 Rue Guénot, 75011 Paris|Paris|75011|4.1|Worse
384|Alice Pizza - Paris 17|3.8|310|57 Rue des Dames, 75017 Paris|Paris|75017|2.7|Worse
385|Domino's Pizza Paris 17 - Batignolles|3.8|451|58 Rue Legendre, 75017 Paris|Paris|75017|4.535714285714286|Better
386|Gustino Pizza|4.7|467|159 Rue Legendre, 75017 Paris|Paris|75017|4.82|Better
387|Pizzeria - Via Roma|4.8|242|56 Rue des Dames, 75017 Paris|Paris|75017|4.7|Worse
388|Domino's Pizza Paris 17 - Place des Ternes|3.2|251|8 Rue Lebon, 75017 Paris|Paris|75017|3.6511627906976742|Better
389|Cucuzza Ristorante|4.4|559|14 Rue des Moines, 75017 Paris|Paris|75017|4.58|Better
390|Chez Gusto Épicerie Italienne|4.3|112|12 Rue Jouffroy d'Abbans, 75017 Paris|Paris|75017|4.26|Worse
391|Il Grano|4.5|1041|212 Bis Bd Pereire, 75017 Paris|Paris|75017|4.6|Better
392|Sonata Pizzeria Brochant|4.4|492|45 Rue Brochant, 75017 Paris|Paris|75017|3.975|Worse
393|Dizengoff Pizza 17ème|4.2|157|98 Rue de Saussure, 75017 Paris|Paris|75017|4.025|Worse
394|Di Loretta|4.4|252|12 Bd de Courcelles, 75017 Paris|Paris|75017|4.46|Better
395|IL PARADISO - Campomarino|4.4|445|30 Rue Legendre, 75017 Paris|Paris|75017|4.3|Worse
396|Molino Pizza|4.8|36|5 Rue Sauffroy, 75017 Paris|Paris|75017|4.805555555555555|Better
397|Trionfo|4.0|447|11 Rue de l'Étoile, 75017 Paris|Paris|75017|4.06|Better
398|Lucky Luciano|4.1|435|46 Rue des Dames, 75017 Paris|Paris|75017|3.94|Worse
399|Pizzeria di Roma|4.0|33|43 Rue de Prony, 75017 Paris|Paris|75017|4.0|Equal
400|Il sole d'Italia|4.1|132|120 Rue des Moines, 75017 Paris|Paris|75017|4.3076923076923075|Better
401|Mama Mia Pizza|4.0|64|14 Rue Laugier, 75017 Paris|Paris|75017|3.78|Worse
402|Les artisans de la pizza La Jonquière|4.5|90|45 Rue de La Jonquière, 75017 Paris|Paris|75017|4.348837209302325|Worse
403|Bronx Pizzeria|4.5|1224|275 Bd Pereire, 75017 Paris|Paris|75017|4.58|Better
404|GEMINI LEGENDRE - Pasta & Pizze|3.8|568|34 Rue Legendre, 75017 Paris|Paris|75017|3.52|Worse
405|GRUPPOMIMO - Restaurant Italien à Paris 17 - Pizza, pasta & cocktails|4.4|1474|61 Rue Legendre, 75017 Paris|Paris|75017|4.326530612244898|Worse
406|Palatino|4.3|174|22 Bd des Batignolles, 75017 Paris|Paris|75017|4.56|Better
407|O'Five Pizza|4.1|269|74 Av. de Clichy, 75017 Paris|Paris|75017|4.06|Worse
408|Sole di Sardegna|4.4|160|7 Rue de Bizerte, 75017 Paris|Paris|75017|4.64|Better
409|Roco|4.5|692|1 Rue Guillaume Tell, 75017 Paris|Paris|75017|4.5|Equal
410|PIZZA CINQ L’AUTHENTIQUE|4.4|192|7 Rue Pouchet, 75017 Paris|Paris|75017|4.26|Worse
411|Pizza Hut|2.8|232|63 Av. de Wagram, 75017 Paris|Paris|75017|3.64|Better
412|PizzaPresto.paris|3.1|110|100 Av. Niel, 75017 Paris|Paris|75017|2.0714285714285716|Worse
413|Lyna Ristorante|4.4|1063|34 Bd Pereire, 75017 Paris|Paris|75017|4.08|Worse
414|Chez Gusto|4.6|489|93 Rue de La Jonquière, 75017 Paris|Paris|75017|4.74|Better
415|Casatoni|4.4|225|41 Rue Legendre, 75017 Paris|Paris|75017|4.48|Better
416|LITTLE NONNA - Gluten Free Paris|4.1|1401|12 Av. Niel, 75017 Paris|Paris|75017|4.18|Better
417|Ó core mio|4.7|151|95 Rue de Saussure, 75017 Paris|Paris|75017|4.724137931034483|Better
418|Resto 17|3.6|84|91 Bd Bessières, 75017 Paris|Paris|75017|3.789473684210526|Better
419|Pizza Di Roma|3.5|55|86 Rue la Condamine, 75017 Paris|Paris|75017|3.5217391304347827|Better
420|Aux saveurs d'Italie - Paris 17 - Guy Moquet|4.7|219|71 Rue Guy Môquet, 75017 Paris|Paris|75017|4.8|Better
421|Zino|3.6|1430|97 Av. de Villiers, 75017 Paris|Paris|75017|3.56|Worse
422|Pizza King|4.3|300|107 Bd Bessières, 75017 Paris|Paris|75017|4.22|Worse
423|Little Capri|4.9|328|3 Sq. Paul Paray, 75017 Paris|Paris|75017|4.96|Better
424|Delizie Italiane Paris17|4.4|5|71 R. de Lévis, 75017 Paris|Paris|75017|4.4|Equal
425|Little Italia|4.7|96|61 Rue de Saussure, 75017 Paris|Paris|75017|4.56|Worse
426|Vapiano Batignolles Pasta Pizza Bar|4.0|853|39, rue Mstislav Rostropovitch ZAC Clichy, 75017 Paris|Paris|75017|3.58|Worse
427|The Little Italy|3.8|4030|5 Pl. de Clichy, 75017 Paris|Paris|75017|4.12|Better
428|Gusti Gusto|4.5|122|130 Rue Legendre, 75017 Paris|Paris|75017|4.24|Worse
429|Chez Antoine|4.2|38|30 Rue Laugier, 75017 Paris|Paris|75017|4.157894736842105|Worse
430|Santa Clara|4.4|37|55 Rue Guy Môquet, 75017 Paris|Paris|75017|4.351351351351352|Worse
431|RICCI Bayen|4.0|265|45 Rue Bayen, 75017 Paris|Paris|75017|3.925|Worse
432|Fratelli|4.3|647|130 Bd Malesherbes, 75017 Paris|Paris|75017|4.3|Equal
433|Mamma Primi|4.5|4952|18 Rue Boursault, 75017 Paris|Paris|75017|4.78|Better
434|Manhattan Terrazza|4.0|1457|108 Av. de Villiers, 75017 Paris|Paris|75017|4.48|Better
435|FLOCCO|4.2|317|116 Bd Pereire, 75017 Paris|Paris|75017|4.36|Better
436|Piazzo|4.6|101|30 Rue Brochant, 75017 Paris|Paris|75017|4.64|Better
437|La Trattoria di Bellagio|4.1|422|101 Av. des Ternes, 75017 Paris|Paris|75017|4.225|Better
438|La Monella Pizzeria|4.2|86|2 Rue Lemercier, 75017 Paris|Paris|75017|3.9347826086956523|Worse
439|Captain's Pizza|4.5|46|13 Rue Brey, 75017 Paris|Paris|75017|4.543478260869565|Better
440|CIRO E I SUOI FRATELLI|4.8|154|34 Rue Saint-Ferdinand, 75017 Paris|Paris|75017|4.6875|Worse
441|Le Zoo|4.0|26|87 Rue Cardinet, 75017 Paris|Paris|75017|3.9615384615384617|Worse
442|Délices naan et Pizza|2.7|38|9 Rue Vicq d'Azir, 75010 Paris|Paris|75010|2.736842105263158|Better
443|Pizza Time® Châtelet|3.9|67|33 Rue Saint-Denis, 75001 Paris|Paris|75001|3.6|Worse
444|Peppe Pizzeria|4.5|2362|2 Pl. Saint-Blaise, 75020 Paris|Paris|75020|4.617647058823529|Better
445|Dinapoli Pizza Paris 20.|4.6|124|1 B Rue de la Réunion, 75020 Paris|Paris|75020|4.66|Better
446|Pizzeria Paris 20 - Villa Cesar.|4.4|62|94 Rue des Pyrénées, 75020 Paris|Paris|75020|4.46|Better
447|Adelio Pizza.|4.7|160|43bis Rue des Pyrénées, 75020 Paris|Paris|75020|4.7|Equal
448|Five Pizza Original - Paris 20|4.0|204|110 Rue d'Avron, 75020 Paris|Paris|75020||Worse
449|La Toscana.|4.4|495|118 Av. Gambetta, 75020 Paris|Paris|75020|4.383333333333334|Worse
450|Domino's Pizza Paris 20 - Avron|2.8|242|71 Rue d'Avron, 75020 Paris|Paris|75020|3.48|Better
451|Il Posto|4.4|1334|356 Rue des Pyrénées, 75020 Paris|Paris|75020|4.596774193548387|Better
452|Pizza Clip|4.4|269|13bis Av. du Père Lachaise, 75020 Paris|Paris|75020|4.5625|Better
453|Pizza Hut|3.4|196|7 Av. Gambetta, 75020 Paris|Paris|75020|3.08|Worse
454|Il Villaggio|4.4|203|5 Rue Constant Berthaut, 75020 Paris|Paris|75020|4.08|Worse
455|Pizza Hut|3.6|159|141 ter Av. Gambetta, 75020 Paris|Paris|75020|3.74|Better
456|Popine Ménilmontant|4.3|1270|108 Bd de Ménilmontant, 75020 Paris|Paris|75020|4.34|Better
457|il parigino|4.7|90|6 Rue Sorbier, 75020 Paris|Paris|75020|4.64|Worse
458|Del Totorino|4.7|616|36 Rue de Bagnolet, 75020 Paris|Paris|75020|4.44|Worse
459|Ristorante Prima|4.4|237|68 Av. Gambetta, 75020 Paris|Paris|75020|4.48|Better
460|MA PIZZA|4.4|16|34 Rue du Surmelin, 75020 Paris|Paris|75020|4.4375|Better
461|Méli Mellow|4.8|233|55 bis Rue de Bagnolet, 75020 Paris|Paris|75020|4.816326530612245|Better
462|Il Pinocchio|4.3|410|115 Av. Gambetta, 75020 Paris|Paris|75020|4.24|Worse
463|Popinette|4.1|88|7 Rue Etienne Dolet, 75020 Paris|Paris|75020|4.2|Better
464|L'atelier du Kebab|4.4|178|119 Rue Pelleport, 75020 Paris|Paris|75020|4.3|Worse
465|Pizza Center Milano|4.4|276|36 Rue de l'Orillon, 75011 Paris|Paris|75011|4.42|Better
466|Chicken time|3.8|149|114 Bd Davout, 75020 Paris|Paris|75020|3.62|Worse
467|Cappuccino Ristorante|4.3|67|33 Rue de Tlemcen, 75020 Paris|Paris|75020|4.42|Better
468|L'Escale De L'Auberge.|4.0|93|178 Rue de Bagnolet, 75020 Paris|Paris|75020|4.34|Better
469|Coups de Cœur|4.4|55|1 Rue du Retrait, 75020 Paris|Paris|75020|4.408163265306122|Better
470|PIZZA PARIS GOURMAND|2.7|9|11 Av. Gambetta, 75020 Paris|Paris|75020|2.6666666666666665|Worse
471|Mamagaya Pizza|4.1|72|74 Rue Jean-Pierre Timbaud, 75011 Paris|Paris|75011|3.96|Worse
472|Le Lelek Café|4.4|132|2 Bd de Ménilmontant, 75020 Paris|Paris|75020|4.6|Better
473|Le53 Paris|3.8|32|53 Rue de Bagnolet, 75020 Paris|Paris|75020|3.75|Worse
474|Pizza house Paris 11|4.7|101|4 Rue Des Trois Couronnes, 75011 Paris|Paris|75011|4.809523809523809|Better
475|Chicken Rapido|3.5|29|164 Bd Mortier, 75020 Paris|Paris|75020|3.4827586206896552|Worse
476|Pizzeria Palermo|5.0|3|35 Rue Pelleport, 75020 Paris|Paris|75020|5.0|Equal
477|Pizza Mamma Paris|4.7|99|31 Rue Pétion, 75011 Paris|Paris|75011|4.666666666666667|Worse
478|The Best Chicken|3.9|22|127 Rue Pelleport, 75020 Paris|Paris|75020|3.8636363636363638|Worse
479|Pizza Milano - chez Samy|4.3|52|9 Rue Guillaume Bertrand, 75011 Paris|Paris|75011|4.34|Better
480|La Belle Pizze|4.3|32|349 Rue de Belleville, 75019 Paris|Paris|75019|4.34375|Better
481|Lauretta|4.1|178|48 Bd de la Villette, 75019 Paris|Paris|75019|3.96|Worse
482|Clip Pizza|5.0|1|178 Rue de Belleville, 75020 Paris|Paris|75020|5.0|Equal
483|Croq Pizza|4.3|108|24 Rue Godefroy Cavaignac, 75011 Paris|Paris|75011|3.925|Worse
484|Antioche|4.9|16|2 Rue de la Réunion, 75020 Paris|Paris|75020|4.9375|Better
485|IL SANTO|4.3|123|78 Av. du Dr Arnold Netter, 75012 Paris|Paris|75012|4.42|Better
486|Semina|4.6|46|152 Rue de Charonne, 75011 Paris|Paris|75011|4.630434782608695|Better
487|Pizza Mario|4.1|174|19 Av. de la République, 75011 Paris|Paris|75011|3.925925925925926|Worse
488|Lim Siu Hung|4.9|16|95 Rue Orfila, 75020 Paris|Paris|75020|4.875|Worse
489|McDonald's|3.6|2348|Place Gambetta, 7 Face Mairie du, 75020 Paris|Paris|75020|4.673469387755102|Better
490|RFC Chicken - Pizza|3.8|46|59 Av. Philippe Auguste, 75011 Paris|Paris|75011|3.8260869565217392|Better
491|Le Relais des Pyrénées|4.2|83|256 Rue des Pyrénées, 75020 Paris|Paris|75020|4.46|Better
492|LA BOÎTE A PIZZA Paris 12 Courteline|4.1|186|2 Av. Courteline, 75012 Paris|Paris|75012|4.175|Better
493|Coin Sud|4.3|90|9 Av. Simon Bolivar, 75019 Paris|Paris|75019|4.36|Better
494|Pizza 30 Paris|3.3|30|50 Rue Godefroy Cavaignac, 75011 Paris|Paris|75011|3.3333333333333335|Better
495|Casa Pizza|4.8|299|35 Av. Duquesne, 75007 Paris|Paris|75007|4.875|Better
496|Popu Bistro à Pizza|4.8|676|12 Rue du Champ de Mars, 75007 Paris|Paris|75007|4.9|Better
497|Pizza Hut|3.8|321|22bis Rue Jean Nicot, 75007 Paris|Paris|75007|4.12|Better
498|Sonata Pizzeria Invalides|4.5|315|56 Bd de la Tour-Maubourg, 75007 Paris|Paris|75007|4.6|Better
499|I PUPI|4.4|209|21 Rue Malar, 75007 Paris|Paris|75007|4.68|Better
500|Domino's Pizza Paris 7|3.4|373|65 Rue Saint-Dominique, 75007 Paris|Paris|75007|3.34|Worse
501|Gusto Italia 218|4.3|1362|218 Rue de Grenelle, 75007 Paris|Paris|75007|4.54|Better
502|Chez Pippo|4.6|2045|31 Av. de la Bourdonnais, 75007 Paris|Paris|75007|4.44|Worse
503|GIOCO Paris 7e|4.5|354|25 Av. de Ségur, 75007 Paris|Paris|75007|4.4|Worse
504|Casa pizza|4.4|19|26 Rue Malar, 75007 Paris|Paris|75007|4.421052631578948|Better
505|Marzo|4.3|541|5 Rue Paul-Louis Courier, 75007 Paris|Paris|75007|4.397435897435898|Better
506|CIAO RAGAZZI|4.8|27|22 B Rue Jean Nicot, 75007 Paris|Paris|75007|4.782608695652174|Worse
507|Alfio|4.3|804|43 Av. de la Bourdonnais, 75007 Paris|Paris|75007|4.16|Worse
508|Restaurant italien la gourmandise|4.5|155|28 Rue Augereau, 75007 Paris|Paris|75007|4.28|Worse
